id;specialisme;wachttijd;naam;straat;postcode;plaats;website;latitude;longitude
111609;Radiologie;0;Ziekenhuis St Jansdal, locatie Harderwijk;Wethouder Jansenlaan 90;3844 DG;Harderwijk;https://www.stjansdal.nl;52.3420123;5.6162657
111609;Reumatologie;4;Ziekenhuis St Jansdal, locatie Harderwijk;Wethouder Jansenlaan 90;3844 DG;Harderwijk;https://www.stjansdal.nl;52.3420123;5.6162657
111609;Revalidatiegeneeskunde;6;Ziekenhuis St Jansdal, locatie Harderwijk;Wethouder Jansenlaan 90;3844 DG;Harderwijk;https://www.stjansdal.nl;52.3420123;5.6162657
111609;Urologie;2;Ziekenhuis St Jansdal, locatie Harderwijk;Wethouder Jansenlaan 90;3844 DG;Harderwijk;https://www.stjansdal.nl;52.3420123;5.6162657
9836;Orthopedie;3;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
9836;Pijnbestrijding / Anesthesiologie;12;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
9836;Radiologie;0;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
9836;Reumatologie;2;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
9836;Revalidatiegeneeskunde;0;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
9836;Sportgeneeskunde;0;Sint Maartenskliniek Nijmegen;Hengstdal 3;6522 JV;Nijmegen;https://www.maartenskliniek.nl;51.8334795;5.9004166
111678;Cardiologie;2;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Dermatologie;7;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Geriatrie;11;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Gynaecologie / Verloskunde;5;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Heelkunde;1;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Interne Geneeskunde;5;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Kaakchirurgie;4;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Kindergeneeskunde;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;KNO;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Longgeneeskunde;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Maag, darm en leverziekten;2;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Neurochirurgie;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Neurologie;6;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Oncologie;0;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Oogheelkunde;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Orthopedie;1;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Pijnbestrijding / Anesthesiologie;8;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Plastische Chirurgie;3;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Radiologie;0;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Reumatologie;2;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Sportgeneeskunde;2;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
111678;Urologie;2;Streekziekenhuis Koningin Beatrix, locatie Winterswijk;Beatrixpark 1;7101 BN;Winterswijk;https://www.skbwinterswijk.nl;51.9790661;6.700517899999999
110138;Allergologie;19;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Cardiologie;1;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Dermatologie;2;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Geriatrie;0;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Gynaecologie / Verloskunde;3;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Heelkunde;1;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Interne Geneeskunde;2;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;KNO;5;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Longgeneeskunde;5;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Maag, darm en leverziekten;9;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Neurochirurgie;9;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Neurologie;6;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Oncologie;0;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Oogheelkunde;52;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Orthopedie;3;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Pijnbestrijding / Anesthesiologie;4;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Plastische Chirurgie;5;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Psychiatrie;16;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Radiologie;0;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Reumatologie;1;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Revalidatiegeneeskunde;9;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Sportgeneeskunde;3;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110138;Urologie;1;Máxima Medisch Centrum, locatie Eindhoven;Ds. Theodor Fliednerstraat 1;5631 BM;Eindhoven;https://www.mmc.nl;51.4542867;5.487177000000001
110984;Cardiologie;3;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Dermatologie;5;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Geriatrie;10;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Gynaecologie / Verloskunde;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Heelkunde;1;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Interne Geneeskunde;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Kaakchirurgie;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Kindergeneeskunde;0;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;KNO;1;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Longgeneeskunde;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Maag, darm en leverziekten;3;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Neurochirurgie;5;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Neurologie;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Oncologie;1;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Oogheelkunde;8;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Orthopedie;1;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Pijnbestrijding / Anesthesiologie;0;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Plastische Chirurgie;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Radiologie;0;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Reumatologie;0;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Revalidatiegeneeskunde;0;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
110984;Urologie;2;Spijkenisse Medisch Centrum;Ruwaard van Puttenweg 500;3201 GZ;Spijkenisse;http://www.spijkenissemc.nl;51.84650060000001;4.3379107
